Game_Date,Year,Game_Stage,HomeTeam_ID,HomeTeam_Abb,HomeTeam_Score,HomeTeam_Name,VisitorTeam_ID,VisitorTeam_Abb,VisitorTeam_Score,VisitorTeam_Name
1990-11-14,1990,Final,23,PHI,112.0,Philadelphia 76ers,1,ATL,104,Atlanta Hawks
1990-11-14,1990,Final,2,BOS,135.0,Boston Celtics,4,CHA,126,Charlotte Hornets
1990-11-14,1990,Final,6,CLE,113.0,Cleveland Cavaliers,12,IND,95,Indiana Pacers
1990-11-14,1990,Final,3,BKN,112.0,Brooklyn Nets,17,MIL,95,Milwaukee Bucks
1990-11-14,1990,Final,13,LAC,108.0,LA Clippers,24,PHX,102,Phoenix Suns
1990-11-14,1990,Final,16,MIA,105.0,Miami Heat,7,DAL,93,Dallas Mavericks
1990-11-15,1990,Final,11,HOU,103.0,Houston Rockets,14,LAL,108,Los Angeles Lakers
1990-11-15,1990,Final,25,POR,141.0,Portland Trail Blazers,20,NYK,125,New York Knicks
1990-11-15,1990,Final,8,DEN,121.0,Denver Nuggets,18,MIN,108,Minnesota Timberwolves
1990-11-15,1990,Final,26,SAC,93.0,Sacramento Kings,27,SAS,122,San Antonio Spurs
1990-11-15,1990,Final,10,GSW,103.0,Golden State Warriors,5,CHI,93,Chicago Bulls
1990-11-15,1990,Final,22,ORL,102.0,Orlando Magic,29,UTA,99,Utah Jazz
1990-11-16,1990,Final,23,PHI,115.0,Philadelphia 76ers,30,WAS,102,Washington Wizards
1990-11-16,1990,Final,24,PHX,121.0,Phoenix Suns,13,LAC,110,LA Clippers
1990-11-16,1990,Final,1,ATL,109.0,Atlanta Hawks,4,CHA,119,Charlotte Hornets
1990-11-16,1990,Final,12,IND,106.0,Indiana Pacers,16,MIA,80,Miami Heat
1990-11-16,1990,Final,6,CLE,99.0,Cleveland Cavaliers,17,MIL,94,Milwaukee Bucks
1990-11-16,1990,Final,2,BOS,114.0,Boston Celtics,29,UTA,89,Utah Jazz
1990-11-16,1990,Final,3,BKN,96.0,Brooklyn Nets,9,DET,105,Detroit Pistons
1990-11-16,1990,Final,7,DAL,99.0,Dallas Mavericks,14,LAL,86,Los Angeles Lakers
1990-11-17,1990,Final,20,NYK,106.0,New York Knicks,23,PHI,79,Philadelphia 76ers
1990-11-17,1990,Final,11,HOU,117.0,Houston Rockets,16,MIA,100,Miami Heat
1990-11-17,1990,Final,27,SAS,128.0,San Antonio Spurs,24,PHX,114,Phoenix Suns
1990-11-17,1990,Final,17,MIL,111.0,Milwaukee Bucks,3,BKN,99,Brooklyn Nets
1990-11-17,1990,Final,9,DET,91.0,Detroit Pistons,1,ATL,83,Atlanta Hawks
1990-11-17,1990,Final,8,DEN,112.0,Denver Nuggets,25,POR,143,Portland Trail Blazers
1990-11-17,1990,Final,21,OKC,95.0,Oklahoma City Thunder,5,CHI,116,Chicago Bulls
1990-11-17,1990,Final,10,GSW,112.0,Golden State Warriors,26,SAC,111,Sacramento Kings
1990-11-17,1990,Final,30,WAS,90.0,Washington Wizards,2,BOS,102,Boston Celtics
1990-11-17,1990,Final,4,CHA,112.0,Charlotte Hornets,6,CLE,100,Cleveland Cavaliers
1990-11-17,1990,Final,22,ORL,96.0,Orlando Magic,12,IND,89,Indiana Pacers
1990-11-18,1990,Final,14,LAL,115.0,Los Angeles Lakers,10,GSW,93,Golden State Warriors
1990-11-18,1990,Final,25,POR,125.0,Portland Trail Blazers,5,CHI,112,Chicago Bulls
1990-11-18,1990,Final,13,LAC,78.0,LA Clippers,21,OKC,65,Oklahoma City Thunder
1990-11-18,1990,Final,18,MIN,94.0,Minnesota Timberwolves,29,UTA,103,Utah Jazz
1990-11-19,1990,Final,23,PHI,109.0,Philadelphia 76ers,4,CHA,101,Charlotte Hornets
1990-11-19,1990,Final,17,MIL,114.0,Milwaukee Bucks,29,UTA,104,Utah Jazz
1990-11-19,1990,Final,8,DEN,105.0,Denver Nuggets,14,LAL,122,Los Angeles Lakers
1990-11-20,1990,Final,20,NYK,88.0,New York Knicks,11,HOU,115,Houston Rockets
1990-11-20,1990,Final,21,OKC,105.0,Oklahoma City Thunder,3,BKN,88,Brooklyn Nets
1990-11-20,1990,Final,10,GSW,123.0,Golden State Warriors,22,ORL,120,Orlando Magic
1990-11-20,1990,Final,30,WAS,82.0,Washington Wizards,26,SAC,87,Sacramento Kings
1990-11-20,1990,Final,4,CHA,128.0,Charlotte Hornets,1,ATL,121,Atlanta Hawks
1990-11-20,1990,Final,16,MIA,90.0,Miami Heat,9,DET,106,Detroit Pistons
1990-11-20,1990,Final,7,DAL,91.0,Dallas Mavericks,18,MIN,92,Minnesota Timberwolves
1990-11-21,1990,Final,14,LAL,141.0,Los Angeles Lakers,8,DEN,121,Denver Nuggets
1990-11-21,1990,Final,23,PHI,101.0,Philadelphia 76ers,26,SAC,99,Sacramento Kings
1990-11-21,1990,Final,27,SAS,114.0,San Antonio Spurs,18,MIN,100,Minnesota Timberwolves
1990-11-21,1990,Final,17,MIL,105.0,Milwaukee Bucks,1,ATL,93,Atlanta Hawks
1990-11-21,1990,Final,12,IND,100.0,Indiana Pacers,9,DET,108,Detroit Pistons
1990-11-21,1990,Final,24,PHX,109.0,Phoenix Suns,5,CHI,107,Chicago Bulls
1990-11-21,1990,Final,29,UTA,106.0,Utah Jazz,22,ORL,91,Orlando Magic
1990-11-21,1990,Final,6,CLE,123.0,Cleveland Cavaliers,16,MIA,109,Miami Heat
1990-11-21,1990,Final,2,BOS,108.0,Boston Celtics,11,HOU,95,Houston Rockets
1990-11-21,1990,Final,13,LAC,99.0,LA Clippers,3,BKN,90,Brooklyn Nets
1990-11-23,1990,Final,23,PHI,111.0,Philadelphia 76ers,6,CLE,105,Cleveland Cavaliers
1990-11-23,1990,Final,24,PHX,114.0,Phoenix Suns,3,BKN,116,Brooklyn Nets
1990-11-23,1990,Final,29,UTA,97.0,Utah Jazz,21,OKC,96,Oklahoma City Thunder
1990-11-23,1990,Final,25,POR,143.0,Portland Trail Blazers,10,GSW,119,Golden State Warriors
1990-11-23,1990,Final,2,BOS,115.0,Boston Celtics,26,SAC,105,Sacramento Kings
1990-11-23,1990,Final,12,IND,112.0,Indiana Pacers,11,HOU,111,Houston Rockets
1990-11-23,1990,Final,13,LAC,97.0,LA Clippers,5,CHI,105,Chicago Bulls
1990-11-23,1990,Final,7,DAL,104.0,Dallas Mavericks,27,SAS,107,San Antonio Spurs
1990-11-23,1990,Final,4,CHA,100.0,Charlotte Hornets,16,MIA,116,Miami Heat
1990-11-23,1990,Final,9,DET,97.0,Detroit Pistons,30,WAS,88,Washington Wizards
1990-11-24,1990,Final,14,LAL,115.0,Los Angeles Lakers,22,ORL,89,Orlando Magic
1990-11-24,1990,Final,20,NYK,97.0,New York Knicks,17,MIL,107,Milwaukee Bucks
1990-11-24,1990,Final,1,ATL,121.0,Atlanta Hawks,23,PHI,124,Philadelphia 76ers
1990-11-24,1990,Final,8,DEN,145.0,Denver Nuggets,5,CHI,151,Chicago Bulls
1990-11-24,1990,Final,6,CLE,102.0,Cleveland Cavaliers,2,BOS,113,Boston Celtics
1990-11-24,1990,Final,10,GSW,113.0,Golden State Warriors,3,BKN,117,Brooklyn Nets
1990-11-24,1990,Final,30,WAS,107.0,Washington Wizards,12,IND,105,Indiana Pacers
1990-11-24,1990,Final,16,MIA,112.0,Miami Heat,4,CHA,125,Charlotte Hornets
1990-11-24,1990,Final,7,DAL,74.0,Dallas Mavericks,29,UTA,85,Utah Jazz
1990-11-25,1990,Final,25,POR,117.0,Portland Trail Blazers,27,SAS,103,San Antonio Spurs
1990-11-25,1990,Final,9,DET,105.0,Detroit Pistons,26,SAC,92,Sacramento Kings
1990-11-25,1990,Final,13,LAC,119.0,LA Clippers,22,ORL,91,Orlando Magic
1990-11-25,1990,Final,18,MIN,91.0,Minnesota Timberwolves,11,HOU,107,Houston Rockets
1990-11-26,1990,Final,2,BOS,118.0,Boston Celtics,16,MIA,101,Miami Heat
1990-11-27,1990,Final,20,NYK,102.0,New York Knicks,6,CLE,107,Cleveland Cavaliers
1990-11-27,1990,Final,21,OKC,111.0,Oklahoma City Thunder,27,SAS,124,San Antonio Spurs
1990-11-27,1990,Final,11,HOU,107.0,Houston Rockets,13,LAC,102,LA Clippers
1990-11-27,1990,Final,25,POR,109.0,Portland Trail Blazers,24,PHX,123,Phoenix Suns
1990-11-27,1990,Final,17,MIL,112.0,Milwaukee Bucks,12,IND,98,Indiana Pacers
1990-11-27,1990,Final,1,ATL,97.0,Atlanta Hawks,9,DET,120,Detroit Pistons
1990-11-27,1990,Final,8,DEN,124.0,Denver Nuggets,22,ORL,113,Orlando Magic
1990-11-27,1990,Final,3,BKN,98.0,Brooklyn Nets,23,PHI,92,Philadelphia 76ers
1990-11-27,1990,Final,26,SAC,80.0,Sacramento Kings,18,MIN,89,Minnesota Timberwolves
1990-11-27,1990,Final,30,WAS,115.0,Washington Wizards,10,GSW,113,Golden State Warriors
1990-11-28,1990,Final,14,LAL,97.0,Los Angeles Lakers,27,SAS,80,San Antonio Spurs
1990-11-28,1990,Final,5,CHI,118.0,Chicago Bulls,30,WAS,94,Washington Wizards
1990-11-28,1990,Final,23,PHI,116.0,Philadelphia 76ers,12,IND,106,Indiana Pacers
1990-11-28,1990,Final,29,UTA,103.0,Utah Jazz,11,HOU,92,Houston Rockets
1990-11-28,1990,Final,9,DET,90.0,Detroit Pistons,20,NYK,83,New York Knicks
1990-11-28,1990,Final,6,CLE,108.0,Cleveland Cavaliers,10,GSW,110,Golden State Warriors
1990-11-28,1990,Final,7,DAL,107.0,Dallas Mavericks,13,LAC,88,LA Clippers
1990-11-28,1990,Final,16,MIA,97.0,Miami Heat,3,BKN,79,Brooklyn Nets
1990-11-28,1990,Final,4,CHA,118.0,Charlotte Hornets,17,MIL,111,Milwaukee Bucks
1990-11-29,1990,Final,24,PHX,128.0,Phoenix Suns,21,OKC,110,Oklahoma City Thunder
1990-11-29,1990,Final,25,POR,107.0,Portland Trail Blazers,18,MIN,92,Minnesota Timberwolves
1990-11-29,1990,Final,8,DEN,136.0,Denver Nuggets,26,SAC,128,Sacramento Kings
1990-11-30,1990,Final,5,CHI,124.0,Chicago Bulls,12,IND,95,Indiana Pacers
1990-11-30,1990,Final,29,UTA,96.0,Utah Jazz,18,MIN,79,Minnesota Timberwolves
1990-11-30,1990,Final,1,ATL,93.0,Atlanta Hawks,6,CLE,101,Cleveland Cavaliers
1990-11-30,1990,Final,17,MIL,103.0,Milwaukee Bucks,20,NYK,97,New York Knicks
1990-11-30,1990,Final,9,DET,96.0,Detroit Pistons,23,PHI,94,Philadelphia 76ers
1990-11-30,1990,Final,2,BOS,123.0,Boston Celtics,30,WAS,95,Washington Wizards
1990-11-30,1990,Final,22,ORL,113.0,Orlando Magic,10,GSW,119,Golden State Warriors
1990-12-01,1990,Final,20,NYK,113.0,New York Knicks,4,CHA,96,Charlotte Hornets
1990-12-01,1990,Final,11,HOU,117.0,Houston Rockets,26,SAC,93,Sacramento Kings
1990-12-01,1990,Final,27,SAS,109.0,San Antonio Spurs,7,DAL,97,Dallas Mavericks
1990-12-01,1990,Final,21,OKC,124.0,Oklahoma City Thunder,25,POR,130,Portland Trail Blazers
1990-12-01,1990,Final,8,DEN,121.0,Denver Nuggets,13,LAC,137,LA Clippers
1990-12-01,1990,Final,24,PHX,98.0,Phoenix Suns,14,LAL,108,Los Angeles Lakers
1990-12-01,1990,Final,23,PHI,116.0,Philadelphia 76ers,2,BOS,110,Boston Celtics
1990-12-01,1990,Final,6,CLE,85.0,Cleveland Cavaliers,5,CHI,120,Chicago Bulls
1990-12-01,1990,Final,3,BKN,111.0,Brooklyn Nets,22,ORL,92,Orlando Magic
1990-12-01,1990,Final,30,WAS,94.0,Washington Wizards,9,DET,83,Detroit Pistons
1990-12-01,1990,Final,16,MIA,111.0,Miami Heat,10,GSW,137,Golden State Warriors
1990-12-02,1990,Final,25,POR,101.0,Portland Trail Blazers,29,UTA,97,Utah Jazz
1990-12-02,1990,Final,12,IND,107.0,Indiana Pacers,17,MIL,103,Milwaukee Bucks
1990-12-02,1990,Final,13,LAC,102.0,LA Clippers,18,MIN,77,Minnesota Timberwolves
1990-12-03,1990,Final,29,UTA,135.0,Utah Jazz,30,WAS,101,Washington Wizards
1990-12-03,1990,Final,2,BOS,135.0,Boston Celtics,21,OKC,102,Oklahoma City Thunder
1990-12-04,1990,Final,14,LAL,114.0,Los Angeles Lakers,9,DET,90,Detroit Pistons
1990-12-04,1990,Final,20,NYK,102.0,New York Knicks,22,ORL,113,Orlando Magic
1990-12-04,1990,Final,5,CHI,155.0,Chicago Bulls,24,PHX,127,Phoenix Suns
1990-12-04,1990,Final,11,HOU,110.0,Houston Rockets,1,ATL,113,Atlanta Hawks
1990-12-04,1990,Final,23,PHI,109.0,Philadelphia 76ers,17,MIL,108,Milwaukee Bucks
1990-12-04,1990,Final,26,SAC,103.0,Sacramento Kings,7,DAL,83,Dallas Mavericks
1990-12-05,1990,Final,13,LAC,93.0,LA Clippers,7,DAL,89,Dallas Mavericks
1990-12-07,1990,Final,22,ORL,106.0,Orlando Magic,21,OKC,100,Oklahoma City Thunder
1990-12-08,1990,Final,27,SAS,102.0,San Antonio Spurs,2,BOS,96,Boston Celtics
1990-12-04,1990,Final,6,CLE,121.0,Cleveland Cavaliers,8,DEN,117,Denver Nuggets
1990-12-06,1990,Final,11,HOU,116.0,Houston Rockets,4,CHA,110,Charlotte Hornets
1990-12-07,1990,Final,1,ATL,103.0,Atlanta Hawks,17,MIL,104,Milwaukee Bucks
1990-12-08,1990,Final,5,CHI,101.0,Chicago Bulls,25,POR,109,Portland Trail Blazers
1990-12-04,1990,Final,3,BKN,106.0,Brooklyn Nets,21,OKC,102,Oklahoma City Thunder
1990-12-04,1990,Final,16,MIA,95.0,Miami Heat,25,POR,98,Portland Trail Blazers
1990-12-04,1990,Final,18,MIN,83.0,Minnesota Timberwolves,12,IND,81,Indiana Pacers
1990-12-05,1990,Final,29,UTA,106.0,Utah Jazz,9,DET,85,Detroit Pistons
1990-12-05,1990,Final,17,MIL,113.0,Milwaukee Bucks,6,CLE,109,Cleveland Cavaliers
1990-12-05,1990,Final,27,SAS,108.0,San Antonio Spurs,1,ATL,110,Atlanta Hawks
1990-12-05,1990,Final,12,IND,126.0,Indiana Pacers,24,PHX,121,Phoenix Suns
1990-12-05,1990,Final,10,GSW,98.0,Golden State Warriors,30,WAS,104,Washington Wizards
1990-12-05,1990,Final,22,ORL,110.0,Orlando Magic,25,POR,119,Portland Trail Blazers
1990-12-05,1990,Final,2,BOS,148.0,Boston Celtics,8,DEN,140,Denver Nuggets
1990-12-06,1990,Final,26,SAC,104.0,Sacramento Kings,30,WAS,86,Washington Wizards
1990-12-06,1990,Final,18,MIN,73.0,Minnesota Timberwolves,14,LAL,83,Los Angeles Lakers
1990-12-06,1990,Final,16,MIA,103.0,Miami Heat,21,OKC,105,Oklahoma City Thunder
1990-12-07,1990,Final,5,CHI,108.0,Chicago Bulls,20,NYK,98,New York Knicks
1990-12-07,1990,Final,23,PHI,135.0,Philadelphia 76ers,8,DEN,126,Denver Nuggets
1990-12-07,1990,Final,29,UTA,101.0,Utah Jazz,14,LAL,79,Los Angeles Lakers
1990-12-07,1990,Final,12,IND,105.0,Indiana Pacers,25,POR,127,Portland Trail Blazers
1990-12-07,1990,Final,3,BKN,110.0,Brooklyn Nets,24,PHX,129,Phoenix Suns
1990-12-07,1990,Final,10,GSW,113.0,Golden State Warriors,9,DET,110,Detroit Pistons
1990-12-07,1990,Final,7,DAL,104.0,Dallas Mavericks,2,BOS,112,Boston Celtics
1990-12-08,1990,Final,1,ATL,99.0,Atlanta Hawks,20,NYK,86,New York Knicks
1990-12-08,1990,Final,12,IND,114.0,Indiana Pacers,6,CLE,99,Cleveland Cavaliers
1990-12-08,1990,Final,26,SAC,93.0,Sacramento Kings,9,DET,104,Detroit Pistons
1990-12-08,1990,Final,13,LAC,95.0,LA Clippers,29,UTA,105,Utah Jazz
1990-12-08,1990,Final,4,CHA,119.0,Charlotte Hornets,8,DEN,126,Denver Nuggets
1990-12-08,1990,Final,7,DAL,107.0,Dallas Mavericks,11,HOU,113,Houston Rockets
1990-12-08,1990,Final,22,ORL,109.0,Orlando Magic,24,PHX,113,Phoenix Suns
1990-12-09,1990,Final,14,LAL,106.0,Los Angeles Lakers,30,WAS,99,Washington Wizards
1990-12-09,1990,Final,17,MIL,105.0,Milwaukee Bucks,21,OKC,99,Oklahoma City Thunder
1990-12-10,1990,Final,11,HOU,95.0,Houston Rockets,2,BOS,107,Boston Celtics
1990-12-10,1990,Final,3,BKN,121.0,Brooklyn Nets,4,CHA,115,Charlotte Hornets
1990-12-11,1990,Final,20,NYK,109.0,New York Knicks,16,MIA,90,Miami Heat
1990-12-11,1990,Final,24,PHX,113.0,Phoenix Suns,26,SAC,90,Sacramento Kings
1990-12-11,1990,Final,29,UTA,135.0,Utah Jazz,10,GSW,117,Golden State Warriors
1990-12-11,1990,Final,25,POR,122.0,Portland Trail Blazers,12,IND,96,Indiana Pacers
1990-12-11,1990,Final,17,MIL,99.0,Milwaukee Bucks,5,CHI,87,Chicago Bulls
1990-12-11,1990,Final,9,DET,86.0,Detroit Pistons,27,SAS,95,San Antonio Spurs
1990-12-11,1990,Final,8,DEN,128.0,Denver Nuggets,30,WAS,125,Washington Wizards
1990-12-11,1990,Final,18,MIN,101.0,Minnesota Timberwolves,13,LAC,95,LA Clippers
1990-12-11,1990,Final,22,ORL,114.0,Orlando Magic,23,PHI,119,Philadelphia 76ers
1990-12-12,1990,Final,14,LAL,97.0,Los Angeles Lakers,7,DAL,112,Dallas Mavericks
1990-12-12,1990,Final,2,BOS,129.0,Boston Celtics,17,MIL,111,Milwaukee Bucks
1990-12-12,1990,Final,6,CLE,90.0,Cleveland Cavaliers,13,LAC,100,LA Clippers
1990-12-12,1990,Final,21,OKC,99.0,Oklahoma City Thunder,12,IND,90,Indiana Pacers
1990-12-12,1990,Final,23,PHI,100.0,Philadelphia 76ers,11,HOU,108,Houston Rockets
1990-12-12,1990,Final,4,CHA,81.0,Charlotte Hornets,27,SAS,92,San Antonio Spurs
1990-12-12,1990,Final,16,MIA,93.0,Miami Heat,1,ATL,118,Atlanta Hawks
1990-12-13,1990,Final,24,PHX,125.0,Phoenix Suns,22,ORL,114,Orlando Magic
1990-12-13,1990,Final,29,UTA,141.0,Utah Jazz,8,DEN,126,Denver Nuggets
1990-12-13,1990,Final,1,ATL,106.0,Atlanta Hawks,3,BKN,97,Brooklyn Nets
1990-12-13,1990,Final,10,GSW,129.0,Golden State Warriors,21,OKC,106,Oklahoma City Thunder
1990-12-13,1990,Final,26,SAC,100.0,Sacramento Kings,25,POR,88,Portland Trail Blazers
1990-12-13,1990,Final,18,MIN,76.0,Minnesota Timberwolves,20,NYK,87,New York Knicks
1990-12-14,1990,Final,5,CHI,128.0,Chicago Bulls,13,LAC,88,LA Clippers
1990-12-14,1990,Final,23,PHI,95.0,Philadelphia 76ers,16,MIA,92,Miami Heat
1990-12-14,1990,Final,25,POR,106.0,Portland Trail Blazers,7,DAL,104,Dallas Mavericks
1990-12-14,1990,Final,2,BOS,108.0,Boston Celtics,9,DET,100,Detroit Pistons
1990-12-14,1990,Final,6,CLE,106.0,Cleveland Cavaliers,27,SAS,116,San Antonio Spurs
1990-12-14,1990,Final,30,WAS,106.0,Washington Wizards,11,HOU,93,Houston Rockets
1990-12-15,1990,Final,21,OKC,106.0,Oklahoma City Thunder,7,DAL,105,Dallas Mavericks
1990-12-15,1990,Final,5,CHI,116.0,Chicago Bulls,6,CLE,98,Cleveland Cavaliers
1990-12-15,1990,Final,29,UTA,116.0,Utah Jazz,12,IND,124,Indiana Pacers
1990-12-15,1990,Final,1,ATL,125.0,Atlanta Hawks,30,WAS,113,Washington Wizards
1990-12-15,1990,Final,17,MIL,98.0,Milwaukee Bucks,13,LAC,92,LA Clippers
1990-12-15,1990,Final,8,DEN,134.0,Denver Nuggets,24,PHX,142,Phoenix Suns
1990-12-15,1990,Final,4,CHA,97.0,Charlotte Hornets,11,HOU,100,Houston Rockets
1990-12-15,1990,Final,10,GSW,109.0,Golden State Warriors,14,LAL,111,Los Angeles Lakers
1990-12-15,1990,Final,3,BKN,104.0,Brooklyn Nets,20,NYK,125,New York Knicks
1990-12-15,1990,Final,26,SAC,117.0,Sacramento Kings,22,ORL,108,Orlando Magic
1990-12-15,1990,Final,16,MIA,100.0,Miami Heat,2,BOS,114,Boston Celtics
1990-12-15,1990,Final,18,MIN,74.0,Minnesota Timberwolves,27,SAS,90,San Antonio Spurs
1990-12-16,1990,Final,14,LAL,115.0,Los Angeles Lakers,12,IND,112,Indiana Pacers
1990-12-16,1990,Final,25,POR,126.0,Portland Trail Blazers,22,ORL,107,Orlando Magic
1990-12-17,1990,Final,6,CLE,98.0,Cleveland Cavaliers,1,ATL,109,Atlanta Hawks
1990-12-17,1990,Final,3,BKN,98.0,Brooklyn Nets,29,UTA,100,Utah Jazz
1990-12-18,1990,Final,21,OKC,122.0,Oklahoma City Thunder,22,ORL,105,Orlando Magic
1990-12-18,1990,Final,20,NYK,97.0,New York Knicks,14,LAL,100,Los Angeles Lakers
1990-12-18,1990,Final,5,CHI,112.0,Chicago Bulls,16,MIA,103,Miami Heat
1990-12-18,1990,Final,11,HOU,95.0,Houston Rockets,27,SAS,96,San Antonio Spurs
1990-12-18,1990,Final,25,POR,122.0,Portland Trail Blazers,10,GSW,94,Golden State Warriors
1990-12-18,1990,Final,17,MIL,106.0,Milwaukee Bucks,9,DET,101,Detroit Pistons
1990-12-18,1990,Final,23,PHI,110.0,Philadelphia 76ers,13,LAC,99,LA Clippers
1990-12-18,1990,Final,26,SAC,108.0,Sacramento Kings,18,MIN,99,Minnesota Timberwolves
1990-12-18,1990,Final,7,DAL,95.0,Dallas Mavericks,24,PHX,114,Phoenix Suns
1990-12-18,1990,Final,4,CHA,100.0,Charlotte Hornets,29,UTA,105,Utah Jazz
1990-12-19,1990,Final,24,PHX,112.0,Phoenix Suns,18,MIN,96,Minnesota Timberwolves
1990-12-19,1990,Final,27,SAS,144.0,San Antonio Spurs,8,DEN,109,Denver Nuggets
1990-12-19,1990,Final,12,IND,112.0,Indiana Pacers,30,WAS,114,Washington Wizards
1990-12-19,1990,Final,9,DET,105.0,Detroit Pistons,5,CHI,84,Chicago Bulls
1990-12-19,1990,Final,2,BOS,115.0,Boston Celtics,23,PHI,105,Philadelphia 76ers
1990-12-19,1990,Final,3,BKN,118.0,Brooklyn Nets,13,LAC,105,LA Clippers
1990-12-19,1990,Final,16,MIA,94.0,Miami Heat,20,NYK,104,New York Knicks
1990-12-19,1990,Final,6,CLE,84.0,Cleveland Cavaliers,14,LAL,74,Los Angeles Lakers
1990-12-20,1990,Final,11,HOU,128.0,Houston Rockets,22,ORL,126,Orlando Magic
1990-12-20,1990,Final,1,ATL,105.0,Atlanta Hawks,29,UTA,87,Utah Jazz
1990-12-20,1990,Final,26,SAC,75.0,Sacramento Kings,21,OKC,110,Oklahoma City Thunder
1990-12-20,1990,Final,10,GSW,125.0,Golden State Warriors,25,POR,118,Portland Trail Blazers
1990-12-20,1990,Final,4,CHA,96.0,Charlotte Hornets,2,BOS,115,Boston Celtics
1990-12-21,1990,Final,5,CHI,114.0,Chicago Bulls,14,LAL,103,Los Angeles Lakers
1990-12-21,1990,Final,24,PHX,128.0,Phoenix Suns,27,SAS,132,San Antonio Spurs
1990-12-21,1990,Final,9,DET,113.0,Detroit Pistons,1,ATL,87,Atlanta Hawks
1990-12-21,1990,Final,3,BKN,111.0,Brooklyn Nets,6,CLE,103,Cleveland Cavaliers
1990-12-21,1990,Final,12,IND,137.0,Indiana Pacers,4,CHA,114,Charlotte Hornets
1990-12-21,1990,Final,30,WAS,87.0,Washington Wizards,20,NYK,85,New York Knicks
1990-12-21,1990,Final,13,LAC,107.0,LA Clippers,25,POR,117,Portland Trail Blazers
1990-12-21,1990,Final,7,DAL,103.0,Dallas Mavericks,17,MIL,89,Milwaukee Bucks
1990-12-21,1990,Final,16,MIA,102.0,Miami Heat,23,PHI,126,Philadelphia 76ers
1990-12-22,1990,Final,20,NYK,106.0,New York Knicks,3,BKN,93,Brooklyn Nets
1990-12-22,1990,Final,21,OKC,121.0,Oklahoma City Thunder,26,SAC,93,Sacramento Kings
1990-12-22,1990,Final,5,CHI,128.0,Chicago Bulls,12,IND,118,Indiana Pacers
1990-12-22,1990,Final,11,HOU,122.0,Houston Rockets,24,PHX,102,Phoenix Suns
1990-12-22,1990,Final,23,PHI,106.0,Philadelphia 76ers,9,DET,99,Detroit Pistons
1990-12-22,1990,Final,27,SAS,98.0,San Antonio Spurs,17,MIL,114,Milwaukee Bucks
1990-12-22,1990,Final,8,DEN,110.0,Denver Nuggets,7,DAL,119,Dallas Mavericks
1990-12-22,1990,Final,6,CLE,89.0,Cleveland Cavaliers,30,WAS,109,Washington Wizards
1990-12-22,1990,Final,10,GSW,115.0,Golden State Warriors,18,MIN,102,Minnesota Timberwolves
1990-12-22,1990,Final,22,ORL,96.0,Orlando Magic,29,UTA,104,Utah Jazz
1990-12-23,1990,Final,25,POR,132.0,Portland Trail Blazers,8,DEN,101,Denver Nuggets
1990-12-23,1990,Final,2,BOS,132.0,Boston Celtics,1,ATL,104,Atlanta Hawks
1990-12-23,1990,Final,14,LAL,118.0,Los Angeles Lakers,18,MIN,94,Minnesota Timberwolves
1990-12-23,1990,Final,13,LAC,109.0,LA Clippers,26,SAC,99,Sacramento Kings
1990-12-23,1990,Final,16,MIA,99.0,Miami Heat,29,UTA,93,Utah Jazz
1990-12-25,1990,Final,5,CHI,98.0,Chicago Bulls,9,DET,86,Detroit Pistons
1990-12-26,1990,Final,20,NYK,92.0,New York Knicks,25,POR,108,Portland Trail Blazers
1990-12-26,1990,Final,24,PHX,115.0,Phoenix Suns,7,DAL,88,Dallas Mavericks
1990-12-26,1990,Final,27,SAS,111.0,San Antonio Spurs,16,MIA,97,Miami Heat
1990-12-26,1990,Final,17,MIL,126.0,Milwaukee Bucks,10,GSW,119,Golden State Warriors
1990-12-26,1990,Final,9,DET,102.0,Detroit Pistons,4,CHA,94,Charlotte Hornets
1990-12-26,1990,Final,2,BOS,152.0,Boston Celtics,12,IND,132,Indiana Pacers
1990-12-26,1990,Final,6,CLE,97.0,Cleveland Cavaliers,21,OKC,99,Oklahoma City Thunder
1990-12-26,1990,Final,3,BKN,111.0,Brooklyn Nets,1,ATL,113,Atlanta Hawks
1990-12-26,1990,Final,26,SAC,112.0,Sacramento Kings,8,DEN,128,Denver Nuggets
1990-12-26,1990,Final,30,WAS,105.0,Washington Wizards,23,PHI,106,Philadelphia 76ers
1990-12-26,1990,Final,13,LAC,99.0,LA Clippers,14,LAL,108,Los Angeles Lakers
1990-12-26,1990,Final,22,ORL,109.0,Orlando Magic,11,HOU,103,Houston Rockets
1990-12-27,1990,Final,5,CHI,128.0,Chicago Bulls,10,GSW,113,Golden State Warriors
1990-12-27,1990,Final,29,UTA,110.0,Utah Jazz,7,DAL,102,Dallas Mavericks
1990-12-28,1990,Final,18,MIN,85.0,Minnesota Timberwolves,9,DET,97,Detroit Pistons
1990-12-29,1990,Final,20,NYK,100.0,New York Knicks,17,MIL,109,Milwaukee Bucks
1990-12-29,1990,Final,12,IND,114.0,Indiana Pacers,3,BKN,105,Brooklyn Nets
1990-12-30,1990,Final,22,ORL,155.0,Orlando Magic,8,DEN,116,Denver Nuggets
1990-12-27,1990,Final,30,WAS,120.0,Washington Wizards,21,OKC,125,Oklahoma City Thunder
1990-12-28,1990,Final,1,ATL,131.0,Atlanta Hawks,2,BOS,114,Boston Celtics
