id,date,home_team_score,period,postseason,season,status,time,visitor_team_score,home_team.id,home_team.abbreviation,home_team.city,home_team.conference,home_team.division,home_team.full_name,home_team.name,visitor_team.id,visitor_team.abbreviation,visitor_team.city,visitor_team.conference,visitor_team.division,visitor_team.full_name,visitor_team.name
1190,1994-02-15T00:00:00.000Z,97,4,FALSE,1993,Final, ,90,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1191,1994-02-16T00:00:00.000Z,94,4,FALSE,1993,Final, ,92,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1192,1994-02-17T00:00:00.000Z,73,4,FALSE,1993,Final, ,84,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1193,1994-02-18T00:00:00.000Z,90,4,FALSE,1993,Final, ,81,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1194,1994-12-28T00:00:00.000Z,121,4,FALSE,1994,Final, ,102,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1195,1994-12-29T00:00:00.000Z,126,4,FALSE,1994,Final, ,124,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1196,1994-12-30T00:00:00.000Z,103,4,FALSE,1994,Final, ,111,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1197,1995-11-04T00:00:00.000Z,103,4,FALSE,1995,Final, ,89,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1198,1995-11-05T00:00:00.000Z,99,4,FALSE,1995,Final, ,82,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1199,1995-11-07T00:00:00.000Z,106,4,FALSE,1995,Final, ,109,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1200,1995-11-08T00:00:00.000Z,117,4,FALSE,1995,Final, ,122,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1201,1995-11-09T00:00:00.000Z,88,4,FALSE,1995,Final, ,106,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1202,1995-11-10T00:00:00.000Z,100,4,FALSE,1995,Final, ,97,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1203,1995-11-11T00:00:00.000Z,110,4,FALSE,1995,Final, ,106,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1204,1995-11-12T00:00:00.000Z,108,4,FALSE,1995,Final, ,103,13,LAC,LA,West,Pacific,LA Clippers,Clippers,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1205,1995-11-13T00:00:00.000Z,100,4,FALSE,1995,Final, ,103,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1206,1995-11-14T00:00:00.000Z,98,4,FALSE,1995,Final, ,84,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1207,1995-11-15T00:00:00.000Z,90,4,FALSE,1995,Final, ,102,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1208,1995-11-17T00:00:00.000Z,110,4,FALSE,1995,Final, ,100,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1209,1996-01-31T00:00:00.000Z,131,4,FALSE,1995,Final, ,98,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1210,1996-02-01T00:00:00.000Z,87,4,FALSE,1995,Final, ,70,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1211,1996-02-02T00:00:00.000Z,116,4,FALSE,1995,Final, ,108,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1212,1996-02-03T00:00:00.000Z,103,4,FALSE,1995,Final, ,104,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1213,1996-02-04T00:00:00.000Z,96,4,FALSE,1995,Final, ,92,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1214,1996-02-05T00:00:00.000Z,104,4,FALSE,1995,Final, ,92,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1215,1996-02-06T00:00:00.000Z,78,4,FALSE,1995,Final, ,99,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1216,1996-02-07T00:00:00.000Z,97,4,FALSE,1995,Final, ,83,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1217,1996-02-07T00:00:00.000Z,102,4,FALSE,1995,Final, ,79,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1227,1997-01-02T00:00:00.000Z,96,4,FALSE,1996,Final, ,82,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1228,1997-01-03T00:00:00.000Z,85,4,FALSE,1996,Final, ,95,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1229,1997-01-04T00:00:00.000Z,88,4,FALSE,1996,Final, ,71,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1230,1997-01-05T00:00:00.000Z,84,4,FALSE,1996,Final, ,93,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1231,1997-01-07T00:00:00.000Z,105,4,FALSE,1996,Final, ,103,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1232,1997-01-08T00:00:00.000Z,78,4,FALSE,1996,Final, ,81,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1233,1997-01-11T00:00:00.000Z,92,4,FALSE,1996,Final, ,82,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1234,1997-01-13T00:00:00.000Z,79,4,FALSE,1996,Final, ,93,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1235,1997-01-14T00:00:00.000Z,108,4,FALSE,1996,Final, ,107,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1236,1997-01-15T00:00:00.000Z,93,4,FALSE,1996,Final, ,108,13,LAC,LA,West,Pacific,LA Clippers,Clippers,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1237,1997-01-16T00:00:00.000Z,94,4,FALSE,1996,Final, ,102,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1238,1997-01-17T00:00:00.000Z,96,4,FALSE,1996,Final, ,76,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1239,1997-01-18T00:00:00.000Z,105,4,FALSE,1996,Final, ,98,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1240,1997-01-19T00:00:00.000Z,102,4,FALSE,1996,Final, ,86,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1241,1997-01-20T00:00:00.000Z,106,4,FALSE,1996,Final, ,97,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1242,1997-01-21T00:00:00.000Z,88,4,FALSE,1996,Final, ,87,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1243,1997-01-22T00:00:00.000Z,98,4,FALSE,1996,Final, ,97,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1244,1997-01-23T00:00:00.000Z,87,4,FALSE,1996,Final, ,99,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1245,1997-01-24T00:00:00.000Z,114,4,FALSE,1996,Final, ,97,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1246,1997-01-25T00:00:00.000Z,106,4,FALSE,1996,Final, ,73,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1247,1997-01-28T00:00:00.000Z,114,4,FALSE,1996,Final, ,99,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1248,1997-01-29T00:00:00.000Z,65,4,FALSE,1996,Final, ,75,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1249,1997-01-31T00:00:00.000Z,97,4,FALSE,1996,Final, ,95,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1250,1997-02-01T00:00:00.000Z,107,4,FALSE,1996,Final, ,113,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1251,1997-02-02T00:00:00.000Z,103,4,FALSE,1996,Final, ,90,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1252,1997-02-04T00:00:00.000Z,85,4,FALSE,1996,Final, ,107,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1253,1997-02-05T00:00:00.000Z,99,4,FALSE,1996,Final, ,81,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1254,1997-02-06T00:00:00.000Z,100,4,FALSE,1996,Final, ,104,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1255,1997-04-10T00:00:00.000Z,109,4,FALSE,1996,Final, ,107,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1256,1997-04-11T00:00:00.000Z,92,4,FALSE,1996,Final, ,104,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1257,1997-04-12T00:00:00.000Z,99,4,FALSE,1996,Final, ,100,16,MIA,Miami,East,Southeast,Miami Heat,Heat,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1258,1997-04-14T00:00:00.000Z,120,4,FALSE,1996,Final, ,106,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1259,1997-04-16T00:00:00.000Z,78,4,FALSE,1996,Final, ,63,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1260,1997-04-17T00:00:00.000Z,108,4,FALSE,1996,Final, ,99,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1261,1997-04-18T00:00:00.000Z,97,4,FALSE,1996,Final, ,89,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1262,1997-04-18T00:00:00.000Z,95,4,FALSE,1996,Final, ,123,13,LAC,LA,West,Pacific,LA Clippers,Clippers,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1263,1997-04-19T00:00:00.000Z,136,4,FALSE,1996,Final, ,104,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1264,1997-04-20T00:00:00.000Z,94,4,FALSE,1996,Final, ,125,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1265,1997-11-07T00:00:00.000Z,93,4,FALSE,1997,Final, ,99,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1266,1997-11-08T00:00:00.000Z,105,4,FALSE,1997,Final, ,96,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1267,1997-11-09T00:00:00.000Z,104,4,FALSE,1997,Final, ,96,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1268,1997-11-11T00:00:00.000Z,89,4,FALSE,1997,Final, ,87,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1269,1997-11-12T00:00:00.000Z,100,4,FALSE,1997,Final, ,114,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1270,1997-11-13T00:00:00.000Z,88,4,FALSE,1997,Final, ,91,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1271,1997-11-14T00:00:00.000Z,105,4,FALSE,1997,Final, ,92,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1272,1997-11-15T00:00:00.000Z,130,4,FALSE,1997,Final, ,96,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1273,1997-11-18T00:00:00.000Z,92,4,FALSE,1997,Final, ,97,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1274,1997-11-19T00:00:00.000Z,106,4,FALSE,1997,Final, ,92,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1275,1997-11-20T00:00:00.000Z,83,4,FALSE,1997,Final, ,109,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1276,1997-11-21T00:00:00.000Z,94,4,FALSE,1997,Final, ,72,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1277,1997-11-22T00:00:00.000Z,92,4,FALSE,1997,Final, ,104,16,MIA,Miami,East,Southeast,Miami Heat,Heat,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1278,1997-11-26T00:00:00.000Z,111,4,FALSE,1997,Final, ,99,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1279,1997-11-28T00:00:00.000Z,95,4,FALSE,1997,Final, ,84,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1280,1997-11-29T00:00:00.000Z,91,4,FALSE,1997,Final, ,94,13,LAC,LA,West,Pacific,LA Clippers,Clippers,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1281,1997-11-30T00:00:00.000Z,73,4,FALSE,1997,Final, ,87,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1282,1997-12-02T00:00:00.000Z,121,4,FALSE,1997,Final, ,102,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1283,1997-12-03T00:00:00.000Z,115,4,FALSE,1997,Final, ,98,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1284,1997-12-05T00:00:00.000Z,98,4,FALSE,1997,Final, ,88,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1285,1997-12-09T00:00:00.000Z,82,4,FALSE,1997,Final, ,95,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1286,1997-12-10T00:00:00.000Z,102,4,FALSE,1997,Final, ,83,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1287,1997-12-11T00:00:00.000Z,77,4,FALSE,1997,Final, ,79,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1288,1997-12-12T00:00:00.000Z,68,4,FALSE,1997,Final, ,66,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1289,1991-01-21T00:00:00.000Z,106,4,FALSE,1990,Final, ,117,16,MIA,Miami,East,Southeast,Miami Heat,Heat,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1290,1991-01-22T00:00:00.000Z,106,4,FALSE,1990,Final, ,100,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1291,1991-01-23T00:00:00.000Z,104,4,FALSE,1990,Final, ,99,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1292,1991-01-24T00:00:00.000Z,120,4,FALSE,1990,Final, ,117,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1293,1991-01-25T00:00:00.000Z,116,4,FALSE,1990,Final, ,94,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1294,1991-01-25T00:00:00.000Z,100,4,FALSE,1990,Final, ,106,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1295,1991-01-26T00:00:00.000Z,112,4,FALSE,1990,Final, ,105,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1296,1991-03-26T00:00:00.000Z,117,4,FALSE,1990,Final, ,95,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1297,1991-03-28T00:00:00.000Z,116,4,FALSE,1990,Final, ,96,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1298,1991-03-28T00:00:00.000Z,94,4,FALSE,1990,Final, ,90,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1299,1991-03-29T00:00:00.000Z,124,4,FALSE,1990,Final, ,107,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1300,1991-11-08T00:00:00.000Z,121,4,FALSE,1991,Final, ,96,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1301,1991-11-09T00:00:00.000Z,99,4,FALSE,1991,Final, ,84,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1302,1991-11-12T00:00:00.000Z,103,4,FALSE,1991,Final, ,126,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1303,1991-11-13T00:00:00.000Z,107,4,FALSE,1991,Final, ,102,16,MIA,Miami,East,Southeast,Miami Heat,Heat,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1304,1991-11-14T00:00:00.000Z,95,4,FALSE,1991,Final, ,88,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1305,1991-11-15T00:00:00.000Z,86,4,FALSE,1991,Final, ,74,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1306,1991-11-16T00:00:00.000Z,118,4,FALSE,1991,Final, ,109,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1307,1991-11-19T00:00:00.000Z,122,4,FALSE,1991,Final, ,118,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1308,1991-11-20T00:00:00.000Z,114,4,FALSE,1991,Final, ,107,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1309,1991-11-22T00:00:00.000Z,118,4,FALSE,1991,Final, ,112,16,MIA,Miami,East,Southeast,Miami Heat,Heat,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1310,1991-11-23T00:00:00.000Z,119,4,FALSE,1991,Final, ,83,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1311,1991-11-24T00:00:00.000Z,102,4,FALSE,1991,Final, ,97,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1312,1991-11-26T00:00:00.000Z,118,4,FALSE,1991,Final, ,109,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1313,1991-11-27T00:00:00.000Z,101,4,FALSE,1991,Final, ,92,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1314,1991-11-29T00:00:00.000Z,133,4,FALSE,1991,Final, ,108,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1315,1991-11-30T00:00:00.000Z,79,4,FALSE,1991,Final, ,78,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1316,1991-12-03T00:00:00.000Z,99,4,FALSE,1991,Final, ,103,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1317,1991-12-04T00:00:00.000Z,124,4,FALSE,1991,Final, ,106,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1318,1991-12-05T00:00:00.000Z,101,4,FALSE,1991,Final, ,109,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1319,1991-12-06T00:00:00.000Z,105,4,FALSE,1991,Final, ,102,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1320,1991-12-07T00:00:00.000Z,124,4,FALSE,1991,Final, ,120,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1321,1991-12-10T00:00:00.000Z,90,4,FALSE,1991,Final, ,92,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1322,1991-12-11T00:00:00.000Z,101,4,FALSE,1991,Final, ,96,13,LAC,LA,West,Pacific,LA Clippers,Clippers,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1323,1991-12-13T00:00:00.000Z,102,4,FALSE,1991,Final, ,101,13,LAC,LA,West,Pacific,LA Clippers,Clippers,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1324,1991-12-14T00:00:00.000Z,100,4,FALSE,1991,Final, ,107,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1325,1991-12-14T00:00:00.000Z,121,4,FALSE,1991,Final, ,101,16,MIA,Miami,East,Southeast,Miami Heat,Heat,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1326,1991-12-15T00:00:00.000Z,119,4,FALSE,1991,Final, ,104,13,LAC,LA,West,Pacific,LA Clippers,Clippers,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1327,1991-12-16T00:00:00.000Z,119,4,FALSE,1991,Final, ,104,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1328,1992-04-15T00:00:00.000Z,130,4,FALSE,1991,Final, ,98,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1329,1992-04-16T00:00:00.000Z,102,4,FALSE,1991,Final, ,94,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1330,1992-04-17T00:00:00.000Z,108,4,FALSE,1991,Final, ,94,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1331,1992-04-19T00:00:00.000Z,108,4,FALSE,1991,Final, ,106,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
